Date,Adj Close,label
2020/1/2,12100.48047,0
2020/1/3,12110.42969,0
2020/1/6,11953.36035,0
2020/1/7,11880.32031,0
2020/1/8,11817.09961,0
2020/1/9,11970.62988,0
2020/1/10,12024.65039,0
2020/1/13,12113.41992,0
2020/1/14,12179.80957,0
2020/1/15,12091.87988,0
2020/1/16,12066.92969,-1
2020/1/17,12090.29004,0
2020/1/20,12118.70996,0
2020/1/30,11421.74023,0
2020/1/31,11495.09961,0
2020/2/3,11354.91992,1
2020/2/4,11555.91992,0
2020/2/5,11573.62012,0
2020/2/6,11749.67969,0
2020/2/7,11612.80957,0
2020/2/10,11574.07031,0
2020/2/11,11664.04004,0
2020/2/12,11774.19043,0
2020/2/13,11791.78027,0
2020/2/14,11815.7002,-1
2020/2/17,11763.50977,0
2020/2/18,11648.98047,0
2020/2/19,11758.83984,0
2020/2/20,11725.08984,0
2020/2/21,11686.34961,0
2020/2/24,11534.87012,0
2020/2/25,11540.23047,0
2020/2/26,11433.62012,0
2020/2/27,11292.16992,0
2020/3/2,11170.45996,1
2020/3/3,11327.71973,0
2020/3/4,11392.34961,0
2020/3/5,11514.82031,-1
2020/3/6,11321.80957,0
2020/3/9,10977.63965,0
2020/3/10,11003.54004,0
2020/3/11,10893.75,0
2020/3/12,10422.32031,0
2020/3/13,10128.87012,0
2020/3/16,9717.769531,0
2020/3/17,9439.629883,0
2020/3/18,9218.669922,0
2020/3/19,8681.339844,1
2020/3/20,9234.089844,-1
2020/3/23,8890.030273,1
2020/3/24,9285.620117,0
2020/3/25,9644.75,0
2020/3/26,9736.360352,0
2020/3/27,9698.919922,0
2020/3/30,9629.429688,0
2020/3/31,9708.05957,0
2020/4/1,9663.629883,0
2020/4/6,9818.740234,0
2020/4/7,9996.389648,0
2020/4/8,10137.46973,0
2020/4/9,10119.42969,0
2020/4/10,10157.61035,0
2020/4/13,10099.21973,0
2020/4/14,10332.94043,0
2020/4/15,10447.20996,0
2020/4/16,10375.48047,0
2020/4/17,10597.04004,0
2020/4/20,10586.70996,0
2020/4/21,10288.41992,0
2020/4/22,10307.74023,0
2020/4/23,10366.50977,0
2020/4/24,10347.36035,0
2020/4/27,10567.26953,0
2020/4/28,10616.05957,0
2020/4/29,10772.21973,0
2020/4/30,10992.13965,0
2020/5/4,10720.48047,0
2020/5/5,10774.61035,0
2020/5/6,10774.98047,0
2020/5/7,10842.91992,0
2020/5/8,10901.41992,0
2020/5/11,11013.25977,0
2020/5/12,10879.46973,0
2020/5/13,10938.26953,0
2020/5/14,10780.87988,0
2020/5/15,10814.91992,0
2020/5/18,10740.54981,0
2020/5/19,10860.44043,0
2020/5/20,10907.79981,0
2020/5/21,11008.30957,0
2020/5/22,10811.15039,0
2020/5/25,10871.17969,0
2020/5/26,10997.20996,0
2020/5/27,11014.66016,0
2020/5/28,10944.19043,0
2020/5/29,10942.16016,0
2020/6/1,11079.01953,0
2020/6/2,11127.92969,0
2020/6/3,11320.16016,0
2020/6/4,11393.23047,0
2020/6/5,11479.40039,0
2020/6/8,11610.32031,0
2020/6/9,11637.11035,0
2020/6/10,11720.16016,-1
2020/6/11,11535.76953,0
2020/6/12,11429.94043,0
2020/6/15,11306.25977,1
2020/6/16,11511.63965,0
2020/6/17,11534.58984,0
2020/6/18,11548.33008,0
2020/6/19,11549.86035,0
2020/6/22,11572.92969,0
2020/6/23,11612.36035,0
2020/6/24,11660.66992,0
2020/6/29,11542.62012,0
2020/6/30,11621.24023,0
2020/7/1,11703.41992,0
2020/7/2,11805.13965,0
2020/7/3,11909.16016,0
2020/7/6,12116.7002,0
2020/7/7,12092.96973,0
2020/7/8,12170.19043,0
2020/7/9,12192.69043,0
2020/7/10,12073.67969,0
2020/7/13,12211.55957,0
2020/7/14,12209.00977,0
