Date,Adj Close, label ,week_return,10day_before,10day_after,10day_before_change,10day_after_change,opposite,label,opposite_label,,
2006/2/26,6538.195313,0,-0.020307895,6594.89502,6490.655273,-0.008672073,0.007271126,1,FALSE,0,,
2006/3/5,6553.635254,0,0.002361499,6673.724609,6528.544922,-0.018324083,0.00382846,1,FALSE,0,,
2006/3/12,6490.655273,0,-0.009609931,6538.195313,6376.595703,-0.007324382,0.01757289,1,FALSE,0,,
2006/3/19,6528.544922,0,0.005837569,6553.635254,6613.945313,-0.003843174,-0.013081076,0,FALSE,0,,
2006/3/26,6376.595703,0,-0.023274592,6490.655273,6781.914063,-0.01788722,-0.06356344,0,TRUE,1,,
2006/4/2,6613.945313,0,0.037221994,6528.544922,6952.51416,0.012912171,-0.051190149,1,TRUE,0,,
2006/4/9,6781.914063,0,0.02539615,6376.595703,7093.023438,0.059764597,-0.045873388,1,TRUE,0,,
2006/4/16,6952.51416,0,0.025155155,6613.945313,7171.742676,0.048697326,-0.031532265,1,TRUE,0,,
2006/4/23,7093.023438,0,0.020209851,6781.914063,7370.412109,0.043861321,-0.039107254,1,TRUE,0,,
2006/4/30,7171.742676,0,0.011098122,6952.51416,7278.932129,0.030568375,-0.014946082,1,TRUE,0,,
2006/5/7,7370.412109,0,0.027701696,7093.023438,7074.124023,0.037635436,0.040199663,0,TRUE,-1,,
2006/5/14,7278.932129,0,-0.012411786,7171.742676,6879.483887,0.014725986,0.054877314,0,TRUE,0,,
2006/5/21,7074.124023,0,-0.028137109,7370.412109,6959.614258,-0.04188336,0.01618713,1,TRUE,0,,
2006/5/28,6879.483887,0,-0.02751438,7278.932129,6444.605469,-0.058063693,0.063213814,1,TRUE,0,,
2006/6/4,6959.614258,0,0.01164773,7074.124023,6575.745117,-0.016453464,0.055156669,1,TRUE,0,,
2006/6/11,6444.605469,0,-0.073999617,6879.483887,6452.285645,-0.067479448,-0.001191722,0,TRUE,1,,
2006/6/18,6575.745117,0,0.020348747,6959.614258,6704.384277,-0.058376524,-0.019562674,0,TRUE,0,,
2006/6/25,6452.285645,0,-0.018774978,6444.605469,6660.584473,0.001190303,-0.032282952,1,TRUE,0,,
2006/7/2,6704.384277,0,0.039071214,6575.745117,6428.005371,0.019187319,0.041223608,0,TRUE,-1,,
2006/7/9,6660.584473,0,-0.006533009,6452.285645,6419.985352,0.031273356,0.036122824,0,TRUE,0,,
2006/7/16,6428.005371,0,-0.034918723,6704.384277,6480.04541,-0.04299606,-0.00809583,0,TRUE,0,,
2006/7/23,6419.985352,0,-0.001247668,6660.584473,6442.585449,-0.037476584,-0.003520272,0,TRUE,1,,
2006/7/30,6480.04541,0,0.009355171,6428.005371,6571.075195,0.008030814,-0.014047708,1,FALSE,0,,
2006/8/6,6442.585449,0,-0.005780818,6419.985352,6721.054199,0.003507924,-0.043223136,1,TRUE,0,,
2006/8/13,6571.075195,0,0.019943817,6480.04541,6526.195313,0.013853104,0.006829915,0,FALSE,0,,
2006/8/20,6721.054199,0,0.022824119,6442.585449,6651.43457,0.041432302,0.010358439,0,TRUE,0,,
2006/8/27,6526.195313,0,-0.02899231,6571.075195,6693.083984,-0.006876883,-0.025572123,0,FALSE,0,,
2006/9/3,6651.43457,0,0.01919024,6721.054199,6681.064453,-0.010466859,-0.004454661,0,FALSE,0,,
2006/9/10,6693.083984,0,0.006261719,6526.195313,6885.574219,0.024934495,-0.028759573,1,FALSE,0,,
2006/9/17,6681.064453,0,-0.001795814,6651.43457,6883.023926,0.004434905,-0.030228637,1,TRUE,0,,
2006/9/24,6885.574219,0,0.030610357,6693.083984,6997.214355,0.027955582,-0.016213628,1,FALSE,0,,
2006/10/1,6883.023926,0,-0.000370382,6681.064453,7068.773926,0.029341678,-0.026986685,1,FALSE,0,,
2006/10/8,6997.214355,0,0.016590154,6885.574219,7039.344238,0.01595494,-0.006020951,1,FALSE,0,,
2006/10/15,7068.773926,0,0.010226866,6883.023926,7086.713867,0.026277541,-0.002537914,1,FALSE,0,,
2006/10/22,7039.344238,0,-0.004163337,6997.214355,7161.583008,0.005984916,-0.017365079,1,FALSE,0,,
2006/10/29,7086.713867,0,0.006729267,7068.773926,7174.172852,0.002531489,-0.012341261,1,FALSE,0,,
2006/11/5,7161.583008,0,0.010564719,7039.344238,7259.512207,0.01706868,-0.013674239,1,FALSE,0,,
2006/11/12,7174.172852,0,0.001757969,7086.713867,7427.332031,0.012190811,-0.035287577,1,TRUE,0,,
2006/11/19,7259.512207,0,0.011895358,7161.583008,7613.541016,0.013489777,-0.048767575,1,TRUE,0,,
2006/11/26,7427.332031,0,0.023117231,7174.172852,7636.270996,0.034084807,-0.028131093,1,TRUE,0,,
2006/12/3,7613.541016,0,0.025070777,7259.512207,7538.791504,0.046499889,0.009817969,0,TRUE,0,,
2006/12/10,7636.270996,0,0.002985468,7427.332031,7652.441406,0.027361387,-0.002117579,1,FALSE,0,,
2006/12/17,7538.791504,0,-0.012765326,7613.541016,7823.690918,-0.009915318,-0.037791125,0,TRUE,0,,
2006/12/24,7652.441406,0,0.015075348,7636.270996,7835.540527,0.002113105,-0.02392689,1,FALSE,0,,
2006/12/31,7823.690918,0,0.022378415,7538.791504,7761.681152,0.036414963,0.007925897,0,TRUE,0,,
2007/1/7,7835.540527,0,0.00151458,7652.441406,7840.050781,0.023367772,-0.000575615,1,FALSE,0,,
2007/1/14,7761.681152,0,-0.0094262,7823.690918,7821.290527,-0.007989218,-0.007679957,0,FALSE,0,,
2007/1/21,7840.050781,0,0.010096992,7835.540527,7777.000977,0.000575284,0.008042015,0,FALSE,0,,
2007/1/28,7821.290527,0,-0.002392874,7761.681152,7859.5,0.007621424,-0.004885316,1,FALSE,0,,
2007/2/4,7777.000977,0,-0.005662691,7840.050781,7809.421387,-0.008107213,-0.004168755,0,FALSE,0,,
2007/2/11,7859.5,0,0.010608077,7821.290527,7568.171387,0.004861565,0.037067067,0,TRUE,-1,,
2007/2/18,7809.421387,0,-0.00637173,7777.000977,7719.770996,0.004151448,0.011479774,0,FALSE,0,,
2007/3/11,7568.171387,0,-0.013371566,7859.5,7859.290039,-0.038493924,-0.038466181,0,TRUE,1,,
2007/3/18,7719.770996,0,0.020031207,7809.421387,7884.379883,-0.011613089,-0.021323027,0,FALSE,0,,
2007/3/25,7859.290039,0,0.018072951,7568.171387,8004.579102,0.037041342,-0.018486283,1,TRUE,0,,
2007/4/1,7884.379883,0,0.00319238,7719.770996,8002.269043,0.020877848,-0.014952243,1,FALSE,0,,
2007/4/8,8004.579102,0,0.015245234,7859.290039,7942.639648,0.018150744,0.007738003,0,FALSE,0,,
2007/4/15,8002.269043,0,-0.000288592,7884.379883,7949.389648,0.014731967,0.00660805,0,FALSE,0,,
2007/4/22,7942.639648,0,-0.007451561,8004.579102,8066.029297,-0.007798346,-0.015535093,0,FALSE,0,,
2007/4/29,7949.389648,0,0.000849843,8002.269043,8031.509277,-0.006652007,-0.010330306,0,FALSE,0,,
2007/5/6,8066.029297,0,0.01467278,7942.639648,8034.109375,0.015297446,0.003957328,0,FALSE,0,,
2007/5/13,8031.509277,0,-0.004279679,7949.389648,8159.939453,0.010224682,-0.01599079,1,FALSE,0,,
2007/5/20,8034.109375,0,0.000323737,8066.029297,8249.868164,-0.00397305,-0.026855346,0,FALSE,0,,
2007/5/27,8159.939453,0,0.015661982,8031.509277,8300.677734,0.015739109,-0.017247466,1,FALSE,0,,
2007/6/3,8249.868164,0,0.011020757,8034.109375,8573.607422,0.026152998,-0.039241749,1,TRUE,0,,
2007/6/10,8300.677734,0,0.006158834,8159.939453,8846.357422,0.016955035,-0.065739173,1,TRUE,0,,
2007/6/17,8573.607422,0,0.03288041,8249.868164,8883.176758,0.037759982,-0.036107244,1,TRUE,0,,
2007/6/24,8846.357422,0,0.031812747,8300.677734,9188.275391,0.06168411,-0.038650707,1,TRUE,0,,
2007/7/1,8883.176758,0,0.00416209,8573.607422,9471.264648,0.034848945,-0.06620243,1,TRUE,0,,
2007/7/8,9188.275391,0,0.034345667,8846.357422,9585.864258,0.037212421,-0.043271327,1,TRUE,0,,
2007/7/15,9471.264648,0,0.030798952,8883.176758,9162.246094,0.062091802,0.032626958,0,TRUE,0,,
2007/7/22,9585.864258,0,0.012099716,9188.275391,9057.786133,0.04147658,0.055089255,0,TRUE,-1,,
2007/7/29,9162.246094,0,-0.044191964,9471.264648,8931.276367,-0.03372738,0.025208854,1,TRUE,0,,
2007/8/5,9057.786133,0,-0.01140113,9585.864258,8090.259277,-0.058301015,0.106817145,1,TRUE,0,,
2007/8/12,8931.276367,0,-0.013966963,9162.246094,8690.057617,-0.025860775,0.027008318,1,FALSE,0,,
2007/8/19,8090.259277,1,-0.094165386,9057.786133,8982.126953,-0.119591576,-0.11023969,0,TRUE,1,,
2007/8/26,8690.057617,0,0.074138333,8931.276367,9018.046875,-0.027758015,-0.037743048,0,TRUE,0,,
2007/9/2,8982.126953,0,0.033609597,8090.259277,9031.59668,0.099293595,-0.005507574,1,TRUE,0,,
2007/9/9,9018.046875,0,0.003999044,8690.057617,9105.246094,0.036370321,-0.009669413,1,TRUE,0,,
2007/9/16,9031.59668,0,0.001502521,8982.126953,9411.916016,0.005477407,-0.042109867,1,TRUE,0,,
2007/9/23,9105.246094,0,0.008154639,9018.046875,9617.223633,0.009576811,-0.056228852,1,TRUE,0,,
2007/9/30,9411.916016,0,0.033680575,9031.59668,9496.43457,0.04040828,-0.008979952,1,TRUE,0,,
2007/10/7,9617.223633,0,0.021813584,9105.246094,9611.683594,0.053235482,0.000576054,0,TRUE,0,,
2007/10/14,9496.43457,0,-0.01255966,9411.916016,9631.473633,0.00890003,-0.014219975,1,FALSE,0,,
2007/10/21,9611.683594,0,0.012136031,9617.223633,9273.055664,-0.000576386,0.035230865,1,TRUE,0,,
2007/10/28,9631.473633,0,0.002058957,9496.43457,8970.886719,0.014020602,0.068586277,0,TRUE,-1,,
2007/11/4,9273.055664,0,-0.037213201,9611.683594,8764.788086,-0.036517405,0.054811229,1,TRUE,0,,
2007/11/11,8970.886719,0,-0.032585693,9631.473633,8342.167969,-0.073636747,0.070084348,1,TRUE,0,,
2007/11/18,8764.788086,0,-0.022974165,9273.055664,8586.368164,-0.057989717,0.020356444,1,TRUE,0,,
2007/11/25,8342.167969,0,-0.04821795,8970.886719,8722.347656,-0.07536635,-0.045573248,0,TRUE,1,,
2007/12/2,8586.368164,0,0.029272989,8764.788086,8118.049316,-0.02077944,0.054542135,1,TRUE,0,,
2007/12/9,8722.347656,0,0.015836672,8342.167969,7941.409668,0.043586853,0.089533004,0,TRUE,-1,,
2007/12/16,8118.049316,0,-0.069281616,8586.368164,8396.917969,-0.057688594,-0.034351683,0,TRUE,0,,
2007/12/23,7941.409668,0,-0.021758878,8722.347656,8221.067383,-0.098337451,-0.035215123,0,TRUE,1,,
2007/12/30,8396.917969,0,0.05735862,8118.049316,8029.279297,0.033210835,0.043782573,0,TRUE,-1,,
2008/1/6,8221.067383,0,-0.020942277,7941.409668,8184.619141,0.034017203,0.004433517,0,TRUE,0,,
2008/1/13,8029.279297,0,-0.023328855,8396.917969,7739.561035,-0.045787257,0.036082723,1,TRUE,0,,
2008/1/20,8184.619141,0,0.019346673,8221.067383,7673.961426,-0.004453261,0.062392361,1,TRUE,0,,
2008/1/27,7739.561035,0,-0.054377375,8029.279297,8108.679199,-0.037433423,-0.04769239,0,TRUE,0,,
2008/2/3,7673.961426,0,-0.008475882,8184.619141,8412.727539,-0.066544212,-0.096269198,0,TRUE,1,,
2008/2/24,8108.679199,0,0.029498328,7739.561035,8531.347656,0.045521367,-0.052125438,1,TRUE,0,,
2008/3/2,8412.727539,0,0.037496654,7673.961426,8161.359375,0.087815291,0.029879508,0,TRUE,0,,
2008/3/9,8531.347656,0,0.014100078,8108.679199,8524.958008,0.049542988,0.000748961,0,TRUE,-1,,
2008/3/16,8161.359375,0,-0.043368093,8412.727539,8623.448242,-0.030799791,-0.056619105,0,TRUE,1,,
2008/3/23,8524.958008,0,0.044551234,8531.347656,8596.307617,-0.000749523,-0.008369497,0,FALSE,0,,
2008/3/30,8623.448242,0,0.011553164,8161.359375,8909.546875,0.053585162,-0.033176825,1,TRUE,0,,
2008/4/6,8596.307617,0,-0.003147305,8524.958008,9074.305664,0.00830003,-0.055605042,1,TRUE,0,,
2008/4/13,8909.546875,0,0.036438814,8623.448242,8947.796875,0.032111468,-0.004293148,1,TRUE,0,,
2008/4/20,9074.305664,0,0.018492387,8596.307617,8963.59668,0.052675991,0.012200271,0,TRUE,0,,
2008/4/27,8947.796875,0,-0.013941429,8909.546875,8792.357422,0.004274795,0.017371813,0,FALSE,0,,
2008/5/4,8963.59668,0,0.001765776,9074.305664,9197.375977,-0.012350956,-0.02608097,0,FALSE,0,,
2008/5/11,8792.357422,0,-0.019103856,8947.796875,8834.698242,-0.017678928,-0.004815639,0,FALSE,0,,
2008/5/18,9197.375977,0,0.046064842,8963.59668,8619.047852,0.025418043,0.062879687,0,TRUE,-1,,
2008/5/25,8834.698242,0,-0.03943274,8792.357422,8745.317383,0.00479256,0.010117025,0,FALSE,0,,
2008/6/1,8619.047852,0,-0.02440948,9197.375977,8105.559082,-0.067098841,0.059576044,1,TRUE,0,,
2008/6/8,8745.317383,0,0.014650056,8834.698242,7902.409668,-0.010220425,0.096383891,1,TRUE,0,,
2008/6/15,8105.559082,0,-0.073154383,8619.047852,7548.730957,-0.063350198,0.068697066,1,TRUE,0,,
2008/6/22,7902.409668,0,-0.025062974,8745.317383,7228.382813,-0.106664644,0.085293839,1,TRUE,0,,
2008/6/29,7548.730957,0,-0.044755806,8105.559082,7244.732422,-0.073764468,0.040271476,1,TRUE,0,,
2008/7/6,7228.382813,0,-0.042437351,7902.409668,6815.293945,-0.093247255,0.057148173,1,TRUE,0,,
2008/7/13,7244.732422,0,0.002261863,7548.730957,7233.592773,-0.04196132,0.00153762,1,TRUE,0,,
2008/7/20,6815.293945,0,-0.059275961,7228.382813,7002.51416,-0.06061204,-0.0274706,0,TRUE,0,,
2008/7/27,7233.592773,0,0.061376491,7244.732422,7209.012695,-0.001539988,0.003398046,1,FALSE,0,,
2008/8/3,7002.51416,0,-0.031945206,6815.293945,7196.472656,0.026736142,-0.027698408,1,FALSE,0,,
2008/8/10,7209.012695,0,0.029489199,7233.592773,6911.614258,-0.003409632,0.041253699,1,TRUE,0,,
2008/8/17,7196.472656,0,-0.001739495,7002.51416,7046.083984,0.026951884,0.020897553,0,FALSE,0,,
2008/8/24,6911.614258,0,-0.039583058,7209.012695,6307.255859,-0.043028796,0.087440991,1,TRUE,0,,
2008/8/31,7046.083984,0,0.019455618,7196.472656,6310.65625,-0.021343582,0.104373967,1,TRUE,0,,
2008/9/7,6307.255859,1,-0.10485656,6911.614258,5970.35791,-0.095819547,0.053414346,1,TRUE,0,,
2008/9/14,6310.65625,0,0.000539124,7046.083984,5929.60791,-0.116537442,0.06038173,1,TRUE,0,,
2008/9/21,5970.35791,0,-0.053924398,6307.255859,5742.208984,-0.056428434,0.03821361,1,TRUE,0,,
2008/9/28,5929.60791,0,-0.006825386,6310.65625,5130.69043,-0.064261979,0.13473361,1,TRUE,0,,
2008/10/5,5742.208984,0,-0.031603932,5970.35791,4960.380859,-0.039731909,0.136154593,1,TRUE,0,,
2008/10/12,5130.69043,0,-0.10649535,5929.60791,4579.603027,-0.155713445,0.107409989,1,TRUE,0,,
2008/10/19,4960.380859,0,-0.033194279,5742.208984,4870.641602,-0.157614536,0.018091203,1,TRUE,0,,
2008/10/26,4579.603027,0,-0.07676383,5130.69043,4742.3125,-0.120335191,-0.035529165,0,TRUE,1,,
2008/11/2,4870.641602,0,0.063551049,4960.380859,4452.683594,-0.018424525,0.085811694,1,TRUE,0,,
2008/11/9,4742.3125,0,-0.026347474,4579.603027,4171.083984,0.034310154,0.12045358,0,TRUE,-1,,
2008/11/16,4452.683594,0,-0.061073349,4870.641602,4460.473633,-0.093866541,-0.001749516,0,TRUE,0,,
2008/11/23,4171.083984,0,-0.063242672,4742.3125,4225.053711,-0.136949656,-0.012939017,0,TRUE,1,,
2008/11/30,4460.473633,0,0.069379962,4452.683594,4481.253418,0.00174646,-0.00465865,1,FALSE,0,,
2008/12/7,4225.053711,1,-0.052779131,4171.083984,4694.50293,0.012773737,-0.111110829,1,TRUE,0,,
2008/12/14,4481.253418,0,0.060638213,4460.473633,4425.063965,0.004637048,0.012538781,0,FALSE,0,,
2008/12/21,4694.50293,-1,0.047587024,4225.053711,4591.203125,0.099999771,0.022004418,0,TRUE,-1,,
2008/12/28,4425.063965,0,-0.057394567,4481.253418,4502.723633,-0.012697998,-0.017549954,0,FALSE,0,,
2009/1/4,4591.203125,0,0.03754503,4694.50293,4353.684082,-0.022499507,0.051733508,1,TRUE,0,,
2009/1/11,4502.723633,0,-0.019271526,4425.063965,4247.954102,0.017247265,0.056581205,0,TRUE,0,,
2009/1/18,4353.684082,0,-0.033099866,4591.203125,4592.48291,-0.054555875,-0.054849829,0,TRUE,0,,
2009/1/25,4247.954102,0,-0.024285175,4502.723633,4436.923828,-0.059974643,-0.044484879,0,TRUE,1,,
2009/2/15,4592.48291,0,0.027117688,4353.684082,4557.132813,0.051997761,0.007697382,0,TRUE,0,,
2009/2/22,4436.923828,0,-0.033872545,4247.954102,4653.612793,0.042590257,-0.048837657,1,TRUE,0,,
2009/3/1,4557.132813,0,0.027092867,4592.48291,4897.371582,-0.007757092,-0.074660709,0,TRUE,0,,
2009/3/8,4653.612793,0,0.021171202,4436.923828,4961.601074,0.0465636,-0.066182619,1,TRUE,0,,
2009/3/15,4897.371582,0,0.052380548,4557.132813,5390.679688,0.06947375,-0.100729156,1,TRUE,0,,
2009/3/22,4961.601074,0,0.013115095,4653.612793,5529.609375,0.062074374,-0.114480849,1,TRUE,0,,
2009/3/29,5390.679688,-1,0.08647987,4897.371582,5781.938965,0.0915113,-0.072580695,1,TRUE,0,,
2009/4/5,5529.609375,0,0.025772202,4961.601074,5755.358887,0.102721234,-0.04082558,1,TRUE,0,,
2009/4/12,5781.938965,0,0.045632444,5390.679688,5880.748047,0.067669216,-0.017089264,1,TRUE,0,,
2009/4/19,5755.358887,0,-0.004597087,5529.609375,5992.547363,0.039224228,-0.041211761,1,TRUE,0,,
2009/4/26,5880.748047,0,0.021786506,5781.938965,6583.845215,0.016802128,-0.119559138,1,TRUE,0,,
2009/5/3,5992.547363,0,0.019011071,5755.358887,6489.064941,0.039580576,-0.082855845,1,TRUE,0,,
2009/5/10,6583.845215,0,0.098672203,5880.748047,6737.26416,0.106791266,-0.023302332,1,TRUE,0,,
2009/5/17,6489.064941,0,-0.014395884,5992.547363,6890.414063,0.076516044,-0.06185007,1,TRUE,0,,
2009/5/24,6737.26416,0,0.038248842,6583.845215,6767.074219,0.022771698,-0.004424653,1,FALSE,0,,
2009/5/31,6890.414063,0,0.022731765,6489.064941,6448.205566,0.058247461,0.064177347,0,TRUE,-1,,
2009/6/7,6767.074219,0,-0.017900208,6737.26416,6231.126465,0.004405162,0.079199331,0,TRUE,0,,
2009/6/14,6448.205566,0,-0.047120608,6890.414063,6463.535645,-0.068578536,-0.002377418,0,TRUE,0,,
2009/6/21,6231.126465,0,-0.03366504,6767.074219,6665.374512,-0.086011375,-0.069690135,0,TRUE,1,,
2009/6/28,6463.535645,0,0.0372981,6448.205566,6769.833984,0.002371779,-0.047388667,1,TRUE,0,,
2009/7/5,6665.374512,0,0.031227316,6231.126465,6850.964355,0.065149835,-0.027843873,1,TRUE,0,,
2009/7/12,6769.833984,-1,0.015671958,6463.535645,6973.253906,0.045244586,-0.030047993,1,TRUE,0,,
2009/7/19,6850.964355,0,0.011984101,6665.374512,7077.683594,0.027089594,-0.03309304,1,TRUE,0,,
2009/7/26,6973.253906,0,0.017849976,6769.833984,6868.624023,0.029171449,0.015004456,0,FALSE,0,,
2009/8/2,7077.683594,0,0.014975747,6850.964355,7069.483887,0.032032972,0.00115853,0,TRUE,-1,,
2009/8/9,6868.624023,1,-0.029537852,6973.253906,6654.774414,-0.015233019,0.031134272,1,TRUE,0,,
2009/8/16,7069.483887,-1,0.029243101,7077.683594,6809.833984,-0.001159873,0.036728269,1,TRUE,0,,
2009/8/23,6654.774414,1,-0.058661916,6868.624023,7153.103027,-0.032134765,-0.074882871,0,TRUE,1,,
2009/8/30,6809.833984,0,0.0233005,7069.483887,7337.112305,-0.038128669,-0.077428954,0,TRUE,0,,
2009/9/6,7153.103027,0,0.050407843,6654.774414,7526.521484,0.069666075,-0.052203702,1,TRUE,0,,
2009/9/13,7337.112305,0,0.025724399,6809.833984,7345.192383,0.071864556,-0.001101261,1,TRUE,0,,
2009/9/20,7526.521484,-1,0.025815221,7153.103027,7411.852051,0.049613684,0.015235382,0,TRUE,0,,
2009/9/27,7345.192383,0,-0.024092019,7337.112305,7571.931152,0.00110005,-0.030869003,1,TRUE,0,,
2009/10/4,7411.852051,0,0.009075279,7526.521484,7715.071289,-0.01547109,-0.04091005,0,TRUE,0,,
2009/10/11,7571.931152,0,0.021597719,7345.192383,7649.250977,0.029944642,-0.010211375,1,FALSE,0,,
2009/10/18,7715.071289,0,0.018904046,7411.852051,7340.052246,0.039302195,0.04860863,0,TRUE,-1,,
2009/10/25,7649.250977,0,-0.008531394,7571.931152,7463.021973,0.010108156,0.024346044,0,FALSE,0,,
2009/11/1,7340.052246,0,-0.040422093,7715.071289,7665.601074,-0.051092149,-0.044352386,0,TRUE,1,,
